epoch,grad_norm,learning_rate,loss,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,total_flos,train_loss,train_runtime,train_samples_per_second,train_steps_per_second
0.08602150537634409,0.7139257788658142,0.0,0.8984,1,,,,,,,,,
0.17204301075268819,0.486209899187088,0.0002,0.6835,2,,,,,,,,,
0.25806451612903225,0.6586346626281738,0.0001995184726672197,0.6222,3,,,,,,,,,
0.34408602150537637,0.3511817455291748,0.00019807852804032305,0.557,4,,,,,,,,,
0.43010752688172044,0.29873964190483093,0.0001956940335732209,0.5015,5,,,,,,,,,
0.5161290322580645,0.2397768646478653,0.0001923879532511287,0.5128,6,,,,,,,,,
0.6021505376344086,0.20299683511257172,0.0001881921264348355,0.4043,7,,,,,,,,,
0.6881720430107527,0.26559746265411377,0.00018314696123025454,0.4904,8,,,,,,,,,
0.7741935483870968,0.234239399433136,0.0001773010453362737,0.4736,9,,,,,,,,,
0.8602150537634409,0.19017665088176727,0.00017071067811865476,0.3735,10,,,,,,,,,
0.946236559139785,0.19352751970291138,0.00016343932841636456,0.4298,11,,,,,,,,,
0.946236559139785,,,,11,0.4689636528491974,3.2014,19.679,2.499,,,,,
1.086021505376344,0.4045407474040985,0.00015555702330196023,0.772,12,,,,,,,,,
1.1720430107526882,0.2559639811515808,0.0001471396736825998,0.4804,13,,,,,,,,,
1.2580645161290323,0.23395943641662598,0.000138268343236509,0.3924,14,,,,,,,,,
1.3440860215053765,0.2320757955312729,0.00012902846772544624,0.4185,15,,,,,,,,,
1.4301075268817205,0.2728416621685028,0.00011950903220161285,0.4074,16,,,,,,,,,
1.5161290322580645,0.21614959836006165,0.0001098017140329561,0.4722,17,,,,,,,,,
1.6021505376344085,0.19949007034301758,0.0001,0.274,18,,,,,,,,,
1.6881720430107527,0.18252673745155334,9.019828596704394e-05,0.3266,19,,,,,,,,,
1.7741935483870968,0.18922089040279388,8.049096779838719e-05,0.3051,20,,,,,,,,,
1.860215053763441,0.18601201474666595,7.097153227455379e-05,0.3736,21,,,,,,,,,
1.946236559139785,0.25102120637893677,6.173165676349103e-05,0.417,22,,,,,,,,,
1.946236559139785,,,,22,0.45386388897895813,3.2059,19.651,2.495,,,,,
2.086021505376344,0.3741845488548279,5.286032631740023e-05,0.7381,23,,,,,,,,,
2.172043010752688,0.2121010422706604,4.444297669803981e-05,0.3029,24,,,,,,,,,
2.258064516129032,0.18351784348487854,3.6560671583635467e-05,0.3546,25,,,,,,,,,
2.3440860215053765,0.20960326492786407,2.9289321881345254e-05,0.345,26,,,,,,,,,
2.4301075268817205,0.16727933287620544,2.26989546637263e-05,0.2916,27,,,,,,,,,
2.5161290322580645,0.19570624828338623,1.6853038769745467e-05,0.3999,28,,,,,,,,,
2.6021505376344085,0.2021423578262329,1.1807873565164506e-05,0.3424,29,,,,,,,,,
2.688172043010753,0.1768171340227127,7.612046748871327e-06,0.3693,30,,,,,,,,,
2.774193548387097,0.17075234651565552,4.305966426779118e-06,0.2757,31,,,,,,,,,
2.860215053763441,0.26175156235694885,1.921471959676957e-06,0.4116,32,,,,,,,,,
2.946236559139785,0.17305660247802734,4.815273327803182e-07,0.2468,33,,,,,,,,,
2.946236559139785,,,,33,0.455535888671875,3.1967,19.708,2.503,,,,,
2.946236559139785,,,,33,,,,,1.34244635126784e+16,0.44437699245684076,176.7603,3.157,0.187
