epoch,grad_norm,learning_rate,loss,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,total_flos,train_loss,train_runtime,train_samples_per_second,train_steps_per_second
0.08602150537634409,1.1722244024276733,0.0,1.5638,1,,,,,,,,,
0.17204301075268819,1.516585350036621,0.0002,1.5542,2,,,,,,,,,
0.25806451612903225,1.1457778215408325,0.0001995184726672197,1.2633,3,,,,,,,,,
0.34408602150537637,0.5012227296829224,0.00019807852804032305,0.9678,4,,,,,,,,,
0.43010752688172044,0.37906214594841003,0.0001956940335732209,1.002,5,,,,,,,,,
0.5161290322580645,0.33514004945755005,0.0001923879532511287,0.9565,6,,,,,,,,,
0.6021505376344086,0.33356645703315735,0.0001881921264348355,0.8462,7,,,,,,,,,
0.6881720430107527,0.3406258225440979,0.00018314696123025454,0.9235,8,,,,,,,,,
0.7741935483870968,0.30650874972343445,0.0001773010453362737,0.7774,9,,,,,,,,,
0.8602150537634409,0.2874566316604614,0.00017071067811865476,0.7245,10,,,,,,,,,
0.946236559139785,0.27451950311660767,0.00016343932841636456,0.6206,11,,,,,,,,,
0.946236559139785,,,,11,0.8791284561157227,3.1198,21.476,2.885,,,,,
1.086021505376344,0.7707133889198303,0.00015555702330196023,1.6579,12,,,,,,,,,
1.1720430107526882,0.31376728415489197,0.0001471396736825998,0.6963,13,,,,,,,,,
1.2580645161290323,0.2731686532497406,0.000138268343236509,0.7988,14,,,,,,,,,
1.3440860215053765,0.29499396681785583,0.00012902846772544624,0.6757,15,,,,,,,,,
1.4301075268817205,0.291249543428421,0.00011950903220161285,0.6864,16,,,,,,,,,
1.5161290322580645,0.3142138719558716,0.0001098017140329561,0.7778,17,,,,,,,,,
1.6021505376344085,0.3032272160053253,0.0001,0.683,18,,,,,,,,,
1.6881720430107527,0.27612215280532837,9.019828596704394e-05,0.6941,19,,,,,,,,,
1.7741935483870968,0.336910218000412,8.049096779838719e-05,0.6177,20,,,,,,,,,
1.860215053763441,0.32734745740890503,7.097153227455379e-05,0.765,21,,,,,,,,,
1.946236559139785,0.2856104075908661,6.173165676349103e-05,0.7413,22,,,,,,,,,
1.946236559139785,,,,22,0.8444589972496033,3.1192,21.48,2.885,,,,,
2.086021505376344,0.9070228934288025,5.286032631740023e-05,1.4717,23,,,,,,,,,
2.172043010752688,0.3066369295120239,4.444297669803981e-05,0.6213,24,,,,,,,,,
2.258064516129032,0.29251596331596375,3.6560671583635467e-05,0.7022,25,,,,,,,,,
2.3440860215053765,0.2887703776359558,2.9289321881345254e-05,0.585,26,,,,,,,,,
2.4301075268817205,0.3047312796115875,2.26989546637263e-05,0.5639,27,,,,,,,,,
2.5161290322580645,0.2861563563346863,1.6853038769745467e-05,0.7043,28,,,,,,,,,
2.6021505376344085,0.34494641423225403,1.1807873565164506e-05,0.6347,29,,,,,,,,,
2.688172043010753,0.349888414144516,7.612046748871327e-06,0.6579,30,,,,,,,,,
2.774193548387097,0.39889052510261536,4.305966426779118e-06,0.6457,31,,,,,,,,,
2.860215053763441,0.33129510283470154,1.921471959676957e-06,0.6482,32,,,,,,,,,
2.946236559139785,0.3002627193927765,4.815273327803182e-07,0.7315,33,,,,,,,,,
2.946236559139785,,,,33,0.8438737988471985,3.1204,21.472,2.884,,,,,
2.946236559139785,,,,33,,,,,9507788477829120.0,0.8472823031020887,161.4318,3.438,0.204
