epoch,grad_norm,learning_rate,loss,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,total_flos,train_loss,train_runtime,train_samples_per_second,train_steps_per_second
0.08602150537634409,0.6237519383430481,0.0,0.9516,1,,,,,,,,,
0.17204301075268819,0.4770168662071228,0.0002,0.7924,2,,,,,,,,,
0.25806451612903225,0.4442959129810333,0.0001995184726672197,0.5453,3,,,,,,,,,
0.34408602150537637,0.4041817784309387,0.00019807852804032305,0.5596,4,,,,,,,,,
0.43010752688172044,0.22126668691635132,0.0001956940335732209,0.5306,5,,,,,,,,,
0.5161290322580645,0.17466573417186737,0.0001923879532511287,0.4299,6,,,,,,,,,
0.6021505376344086,0.21299634873867035,0.0001881921264348355,0.4475,7,,,,,,,,,
0.6881720430107527,0.2170572131872177,0.00018314696123025454,0.4881,8,,,,,,,,,
0.7741935483870968,0.196219339966774,0.0001773010453362737,0.4259,9,,,,,,,,,
0.8602150537634409,0.2119874209165573,0.00017071067811865476,0.3764,10,,,,,,,,,
0.946236559139785,0.15733806788921356,0.00016343932841636456,0.3985,11,,,,,,,,,
0.946236559139785,,,,11,0.4642692804336548,4.9973,13.407,1.801,,,,,
1.086021505376344,0.4251915216445923,0.00015555702330196023,1.0175,12,,,,,,,,,
1.1720430107526882,0.14513592422008514,0.0001471396736825998,0.3723,13,,,,,,,,,
1.2580645161290323,0.1632067710161209,0.000138268343236509,0.3734,14,,,,,,,,,
1.3440860215053765,0.14528870582580566,0.00012902846772544624,0.3314,15,,,,,,,,,
1.4301075268817205,0.156016543507576,0.00011950903220161285,0.4288,16,,,,,,,,,
1.5161290322580645,0.17791397869586945,0.0001098017140329561,0.3868,17,,,,,,,,,
1.6021505376344085,0.16115085780620575,0.0001,0.33,18,,,,,,,,,
1.6881720430107527,0.14385193586349487,9.019828596704394e-05,0.3733,19,,,,,,,,,
1.7741935483870968,0.16122904419898987,8.049096779838719e-05,0.3668,20,,,,,,,,,
1.860215053763441,0.15870462357997894,7.097153227455379e-05,0.3873,21,,,,,,,,,
1.946236559139785,0.18710210919380188,6.173165676349103e-05,0.4486,22,,,,,,,,,
1.946236559139785,,,,22,0.4533978998661041,4.9944,13.415,1.802,,,,,
2.086021505376344,0.32794415950775146,5.286032631740023e-05,0.6272,23,,,,,,,,,
2.172043010752688,0.17861992120742798,4.444297669803981e-05,0.3381,24,,,,,,,,,
2.258064516129032,0.14553922414779663,3.6560671583635467e-05,0.3861,25,,,,,,,,,
2.3440860215053765,0.1848178207874298,2.9289321881345254e-05,0.3215,26,,,,,,,,,
2.4301075268817205,0.16369915008544922,2.26989546637263e-05,0.3272,27,,,,,,,,,
2.5161290322580645,0.1737077534198761,1.6853038769745467e-05,0.3544,28,,,,,,,,,
2.6021505376344085,0.20371480286121368,1.1807873565164506e-05,0.4169,29,,,,,,,,,
2.688172043010753,0.14787434041500092,7.612046748871327e-06,0.3218,30,,,,,,,,,
2.774193548387097,0.1869756132364273,4.305966426779118e-06,0.3528,31,,,,,,,,,
2.860215053763441,0.2162034511566162,1.921471959676957e-06,0.3935,32,,,,,,,,,
2.946236559139785,0.15199345350265503,4.815273327803182e-07,0.2792,33,,,,,,,,,
2.946236559139785,,,,33,0.45257332921028137,4.9873,13.434,1.805,,,,,
2.946236559139785,,,,33,,,,,1.759242762399744e+16,0.45093744812589703,194.392,2.87,0.17
